10	0.87122	0.28514	0.0021285	26.629
10.714	0.028584	0.31739	2.4897e-06	57.393
11.429	0.017706	0.33966	1.1704e-06	10.76
12.143	0.32971	0.28571	0.00028102	33.802
12.857	0.67896	0.34577	0.0015611	6.0732
13.571	0.96783	0.34985	0.0036052	65.433
14.286	0.79731	0.29897	0.0021251	57.139
15	0.58364	0.30244	0.0010208	48.68
15.714	0.71979	0.31955	0.0013909	21.719
16.429	0.95874	0.31668	0.0029871	55.147
17.143	0.26592	0.31031	0.00020134	2.284
17.857	0.099955	0.28897	3.072e-05	93.058
18.571	0.17673	0.28835	8.0535e-05	6.942
19.286	0.37265	0.32034	0.00042699	76.992
20	0.86636	0.28851	0.0025937	98.087
